track id, genre, amazement, solemnity, tenderness, nostalgia, calmness, power, joyful_activation, tension, sadness
3,classical,0,1,0,1,0,0,1,0,0
3,classical,0,0,0,0,0,0,0,1,0
3,classical,1,0,0,0,0,1,1,0,0
3,classical,0,1,0,1,1,0,0,0,0
3,classical,0,1,0,1,0,0,0,0,0
3,classical,0,1,0,0,0,0,0,0,0
3,classical,0,1,0,0,0,0,0,1,1
3,classical,0,0,1,0,0,0,1,0,0
3,classical,0,0,0,0,0,1,0,0,0
3,classical,0,0,0,1,0,1,0,0,1
3,classical,0,1,1,0,0,0,0,0,0
3,classical,1,0,0,0,0,1,1,0,0
3,classical,0,1,0,0,0,0,0,0,0
3,classical,0,0,0,0,0,0,1,0,0
3,classical,1,1,0,0,1,0,0,0,0
3,classical,0,0,0,1,0,0,0,0,1
3,classical,0,0,0,0,0,0,1,0,0
3,classical,0,0,0,0,0,0,0,1,0
3,classical,0,0,0,0,0,1,1,0,0
3,classical,1,0,1,0,0,0,1,0,0
3,classical,0,1,0,0,0,0,0,1,0
3,classical,0,0,0,0,0,1,0,1,0
3,classical,0,0,0,0,0,0,1,0,0
3,classical,0,0,1,0,0,0,1,0,0
3,classical,0,1,0,0,0,1,1,0,0
3,classical,0,1,0,0,0,0,0,0,1
3,classical,0,0,0,0,0,1,0,0,0
3,classical,1,0,1,0,0,0,1,0,0
3,classical,1,0,0,1,0,0,1,0,0
3,classical,0,0,0,0,0,1,0,1,1
3,classical,0,1,0,1,0,0,0,0,0
3,classical,1,0,1,0,0,0,1,0,0
3,classical,0,0,0,0,0,0,0,1,0
3 Total,,8,16,6,8,3,13,19,11,7
4,classical,0,0,0,1,1,0,0,0,0
4,classical,0,0,0,1,1,0,0,0,0
4,classical,1,0,1,0,1,0,0,0,0
4,classical,0,1,0,0,1,0,0,0,0
4,classical,0,0,1,1,1,0,0,0,0
4,classical,0,1,0,1,0,0,0,0,0
4,classical,0,0,0,0,1,0,0,0,0
4,classical,0,0,0,0,0,0,0,1,0
4,classical,0,0,0,1,0,0,0,0,0
4,classical,0,0,0,0,1,0,0,0,0
4,classical,0,0,0,0,1,0,0,0,1
4,classical,0,0,1,0,1,0,0,0,0
4,classical,0,0,1,1,1,0,0,0,0
4,classical,0,0,0,0,1,0,0,0,1
4,classical,0,0,1,0,1,0,0,0,0
4,classical,0,0,1,1,0,0,0,0,1
4,classical,0,0,0,0,1,0,0,0,0
4,classical,0,0,0,0,1,1,0,0,1
4,classical,1,0,1,0,1,0,0,0,0
4,classical,0,0,1,1,1,0,0,0,0
4,classical,0,0,1,1,1,0,0,0,0
4,classical,0,0,1,0,1,0,0,0,0
4,classical,0,0,1,1,1,0,0,0,0
4,classical,0,1,1,0,1,0,0,0,0
4,classical,0,0,0,1,0,0,0,0,0
4,classical,0,0,1,1,1,0,0,0,0
4,classical,0,1,0,1,1,0,0,0,0
4,classical,0,0,1,1,1,0,0,0,0
4,classical,0,0,1,0,0,0,0,0,0
4,classical,0,0,0,1,0,0,0,0,1
4,classical,0,1,1,0,1,0,0,0,0
4,classical,0,0,1,1,1,0,0,0,0
4,classical,0,0,0,0,1,0,0,0,0
4,classical,1,0,1,0,1,0,0,0,0
4,classical,0,0,0,0,1,0,0,0,0
4,classical,0,0,1,0,1,0,0,0,0
4,classical,1,0,1,0,0,0,0,0,0
4,classical,0,0,0,1,1,0,0,0,1
4,classical,0,0,1,1,1,0,0,0,0
4,classical,0,0,0,1,0,0,0,0,0
4,classical,1,0,1,0,1,0,0,0,0
4,classical,0,1,0,0,0,0,0,0,0
4 Total,,5,6,22,19,32,1,0,1,6
5,classical,0,1,0,0,0,0,0,0,0
5,classical,0,0,0,1,1,0,1,0,0
5,classical,0,1,1,1,0,0,0,0,0
5,classical,0,1,1,0,0,0,1,0,0
5,classical,0,0,1,0,1,0,0,0,0
5,classical,0,0,0,0,0,0,0,1,1
5,classical,0,1,0,0,0,0,0,0,0
5,classical,0,0,1,1,0,0,0,0,0
5,classical,0,0,0,0,0,0,0,0,1
5,classical,0,0,1,0,1,0,0,0,0
5,classical,0,1,0,0,0,0,0,1,1
5,classical,0,0,1,1,0,0,0,0,1
5,classical,0,0,0,0,1,0,0,0,0
5,classical,0,0,0,1,1,0,0,0,1
5,classical,0,1,0,1,0,0,0,0,1
5,classical,0,0,0,1,0,0,0,0,1
5,classical,0,0,0,1,0,0,0,0,0
5,classical,0,0,1,0,0,0,1,0,0
5,classical,0,0,0,0,0,0,0,1,0
5,classical,0,0,0,0,1,0,0,0,0
5,classical,0,0,0,1,1,0,0,0,0
5,classical,0,0,1,1,1,0,0,0,0
5,classical,0,0,0,1,1,0,0,1,0
5,classical,0,0,1,1,0,0,0,1,0
5,classical,1,0,0,0,0,0,0,0,0
5,classical,0,0,0,1,1,0,0,1,0
5,classical,0,1,1,0,1,0,0,0,0
5,classical,0,1,0,1,0,0,0,0,0
5,classical,0,0,1,0,0,0,0,0,1
5,classical,0,1,0,0,0,0,0,0,1
5,classical,0,1,0,1,0,0,0,0,0
5,classical,0,0,0,1,1,0,0,1,0
5,classical,0,0,0,0,0,0,0,0,1
5,classical,0,0,1,1,1,0,0,0,0
5,classical,0,0,0,0,1,0,0,0,0
5,classical,1,0,0,0,0,0,0,0,0
5,classical,0,1,0,0,0,1,0,1,0
5,classical,0,1,1,1,0,0,0,0,0
5,classical,0,1,0,1,0,0,0,0,1
5,classical,0,0,0,1,0,0,0,0,1
5,classical,0,0,1,0,0,1,0,0,0
5,classical,0,0,0,1,0,0,0,0,0
5,classical,0,0,0,1,0,0,0,0,1
5,classical,0,0,0,1,0,0,0,0,1
5 Total,,2,13,14,23,14,2,3,8,14
6,classical,1,0,0,0,0,0,0,0,0
6,classical,1,1,0,0,1,0,0,0,0
6,classical,0,0,0,0,1,0,1,0,0
6,classical,0,0,1,0,0,1,1,0,0
6,classical,0,0,1,1,1,0,0,0,0
6,classical,0,0,0,0,1,0,0,0,0
6,classical,0,0,1,1,1,0,0,0,0
6,classical,0,0,0,1,1,0,1,0,0
6,classical,0,0,0,1,0,0,0,0,0
6,classical,0,0,0,1,0,0,0,0,0
6,classical,0,1,0,0,1,0,0,0,0
6,classical,0,1,1,1,0,0,0,0,0
6,classical,0,0,0,1,0,0,0,0,0
6,classical,0,0,1,0,1,0,0,0,0
6,classical,0,1,1,1,0,0,0,0,0
6,classical,0,0,0,0,1,0,0,0,1
6,classical,0,1,0,0,1,0,1,0,0
6,classical,0,0,0,1,0,1,0,0,0
6,classical,0,0,0,1,1,0,0,0,0
6,classical,1,0,0,0,1,0,1,0,0
6,classical,0,0,0,0,1,0,0,0,0
6,classical,0,0,0,0,1,0,0,0,0
6,classical,1,0,1,0,0,0,1,0,0
6,classical,0,0,0,0,0,0,0,1,0
6,classical,0,0,1,0,1,0,1,0,0
6,classical,0,0,0,1,1,0,0,0,1
6,classical,0,1,0,0,0,0,0,0,0
6,classical,0,0,1,0,1,0,0,0,0
6,classical,0,0,0,0,1,0,0,0,1
6,classical,0,0,0,0,0,0,1,1,1
6,classical,0,0,0,0,1,0,0,1,0
6,classical,0,1,0,1,0,0,0,0,0
6,classical,0,0,0,1,0,0,1,0,1
6,classical,0,0,0,1,0,0,0,0,0
6,classical,0,1,0,0,0,0,0,0,0
6,classical,0,0,0,0,1,0,0,0,0
6,classical,1,0,1,0,0,0,1,0,0
6,classical,0,0,0,0,1,0,0,0,0
6,classical,0,0,0,0,1,0,0,0,1
6,classical,0,0,0,0,0,0,1,1,0
6,classical,0,1,0,0,0,0,0,1,0
6,classical,0,0,0,0,1,0,0,0,0
6,classical,0,0,0,0,1,0,0,0,0
6,classical,0,0,0,0,0,0,0,0,0
6,classical,0,0,0,0,1,0,0,0,0
6,classical,0,1,0,0,1,1,0,0,0
6,classical,0,0,0,0,0,0,0,1,0
6 Total,,5,10,10,14,26,3,11,6,6
7,classical,0,1,0,0,0,1,1,0,0
7,classical,1,0,0,0,1,0,0,0,0
7,classical,0,0,0,0,0,1,1,0,1
7,classical,1,0,0,0,0,1,1,0,0
7,classical,1,0,0,0,0,0,1,0,0
7,classical,1,0,1,0,0,0,1,0,0
7,classical,1,0,0,0,0,0,1,1,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,1,0,0,0,0,0,1,0,0
7,classical,0,0,0,1,0,0,1,1,0
7,classical,1,0,0,0,0,0,1,0,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,1,0,1,0,0,0,1,0,0
7,classical,0,0,0,0,0,1,1,0,0
7,classical,0,0,1,0,0,1,0,0,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,0,0,1,0,1,0,1,0,0
7,classical,0,0,0,1,0,0,0,1,0
7,classical,1,0,0,0,1,0,1,0,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,1,1,0,0,0,0,1,0,0
7,classical,0,0,0,1,0,0,0,0,0
7,classical,0,0,1,0,1,0,1,0,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,0,1,0,0,0,0,1,0,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,1,0,0,0,0,0,0,0,0
7,classical,0,1,0,0,0,0,1,1,0
7,classical,0,0,1,0,0,0,1,0,0
7,classical,0,0,1,0,1,0,1,0,0
7,classical,0,0,0,0,0,0,1,1,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,0,0,0,0,0,0,1,1,0
7,classical,0,0,0,0,0,1,1,0,0
7,classical,1,0,0,1,0,0,1,0,0
7,classical,1,0,0,0,0,0,1,0,0
7,classical,1,0,0,0,0,0,0,0,0
7,classical,1,0,0,0,0,1,0,0,0
7,classical,0,0,0,0,0,0,1,0,0
7,classical,0,0,0,0,0,0,0,0,0
7,classical,0,0,0,0,0,1,1,0,0
7,classical,1,0,0,0,0,0,1,0,0
7,classical,0,0,0,0,0,1,1,1,0
7,classical,0,0,0,0,0,1,0,0,0
7 Total,,16,4,7,4,5,10,38,7,1
8,classical,0,0,1,0,0,0,0,0,0
8,classical,0,1,0,1,1,0,0,0,0
8,classical,0,0,0,1,0,0,0,0,0
8,classical,0,0,0,0,0,0,0,1,0
8,classical,0,0,0,1,1,0,0,0,0
8,classical,0,0,0,1,0,0,0,1,1
8,classical,0,1,0,0,1,0,0,0,1
8,classical,0,0,0,0,1,0,0,0,0
8,classical,0,0,1,1,0,0,1,0,0
8,classical,0,0,0,0,0,0,0,1,1
8,classical,0,0,0,0,1,0,0,0,0
8,classical,0,1,1,0,1,0,0,0,0
8,classical,0,0,0,0,1,0,0,0,0
8,classical,0,0,0,1,0,0,0,0,0
8,classical,0,0,1,0,0,0,1,1,0
8,classical,0,1,1,0,1,0,0,0,0
8,classical,1,0,0,0,0,0,1,1,0
8,classical,0,0,1,1,0,0,1,0,0
8,classical,0,1,0,0,1,0,0,0,0
8,classical,0,1,0,1,1,0,0,0,0
8,classical,0,0,0,1,0,0,0,0,1
8,classical,0,0,0,0,0,0,1,0,0
8,classical,0,0,0,1,1,0,0,0,1
8,classical,0,0,1,0,0,0,0,0,0
8,classical,0,1,0,0,0,0,0,0,0
8,classical,0,0,1,0,1,0,1,0,0
8,classical,0,0,0,0,0,0,0,0,0
8,classical,0,0,0,0,0,0,0,1,0
8,classical,0,0,1,0,1,1,1,0,0
8,classical,0,0,0,0,0,0,0,0,0
8,classical,0,1,0,0,0,0,0,0,0
8,classical,0,0,1,1,0,0,1,0,0
8,classical,0,1,1,0,1,0,0,0,0
8,classical,1,0,0,0,0,0,0,0,0
8,classical,0,0,0,1,0,0,0,0,1
8,classical,0,0,1,1,0,0,0,0,0
8,classical,0,1,0,1,1,0,0,0,0
8,classical,0,0,1,0,0,0,0,0,1
8,classical,1,1,0,0,1,0,0,0,0
8,classical,0,0,1,0,0,0,0,0,0
8,classical,0,0,0,0,1,0,0,0,0
8,classical,0,0,1,0,1,0,0,1,0
8,classical,0,0,0,0,1,0,0,0,0
8,classical,0,1,0,0,1,0,0,0,0
8,classical,0,0,0,0,1,1,1,0,0
8,classical,1,1,0,0,1,0,0,0,0
8 Total,,4,13,15,14,22,2,9,7,7
9,classical,0,0,0,0,0,0,0,0,1
9,classical,0,1,0,0,0,0,0,0,0
9,classical,0,1,0,0,0,0,0,0,1
9,classical,0,0,0,0,1,0,0,0,0
9,classical,0,0,0,1,1,0,0,0,0
9,classical,0,0,1,1,0,0,0,0,1
9,classical,0,0,1,0,1,0,0,0,0
9,classical,0,1,1,0,0,0,0,0,1
9,classical,1,0,0,0,0,1,0,0,1
9,classical,0,0,1,1,0,0,0,0,0
9,classical,1,0,1,0,1,0,0,0,0
9,classical,0,0,0,1,0,0,0,0,0
9,classical,0,0,0,0,0,0,0,0,1
9,classical,0,0,0,1,0,0,0,0,0
9,classical,0,0,0,1,0,0,0,0,1
9,classical,0,0,1,0,1,0,1,0,0
9,classical,0,0,0,1,0,0,0,0,1
9,classical,0,0,0,1,1,0,0,0,1
9,classical,0,1,0,1,1,0,0,0,0
9,classical,1,0,1,0,0,0,1,0,0
9,classical,0,1,0,0,0,0,0,0,0
9,classical,0,0,1,1,1,0,0,0,0
9,classical,0,0,0,0,1,0,0,0,1
9,classical,1,0,0,0,1,0,0,0,1
9,classical,0,1,0,0,0,0,0,0,0
9,classical,0,0,1,1,1,0,0,0,0
9,classical,0,1,0,0,1,0,0,0,1
9,classical,0,0,0,1,0,0,0,1,1
9,classical,0,0,0,0,1,0,0,0,0
9,classical,0,0,0,0,1,0,0,0,0
9,classical,0,1,1,0,1,0,0,0,0
9,classical,0,0,1,0,1,0,0,0,0
9,classical,0,0,0,0,1,0,0,0,0
9,classical,0,0,0,1,0,0,0,0,1
9,classical,0,0,0,0,0,0,0,0,0
9,classical,0,0,1,1,1,0,0,0,0
9,classical,0,1,0,1,0,0,0,0,1
9,classical,0,1,0,0,1,0,0,0,0
9,classical,0,0,0,1,0,0,0,0,0
9,classical,0,0,0,0,1,1,1,0,0
9,classical,1,0,1,0,1,0,0,0,0
9,classical,0,0,0,1,0,0,0,0,0
9,classical,0,1,0,0,0,0,0,0,1
9,classical,0,1,1,1,0,0,0,0,0
9 Total,,5,12,14,18,21,2,3,1,16
10,classical,0,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,0,0,1,0
10,classical,1,0,0,0,0,0,1,1,0
10,classical,0,0,0,1,0,0,1,0,0
10,classical,0,0,0,0,0,1,0,0,0
10,classical,0,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,0,1,0,1
10,classical,1,0,0,0,0,1,0,0,0
10,classical,0,0,0,0,0,0,1,1,0
10,classical,0,1,1,0,0,0,1,0,0
10,classical,0,0,0,0,0,0,0,1,0
10,classical,0,0,0,0,0,1,0,0,0
10,classical,1,1,0,0,0,0,1,0,0
10,classical,0,0,0,0,0,0,0,1,0
10,classical,1,0,0,1,0,0,1,0,0
10,classical,1,0,0,0,0,0,0,0,0
10,classical,0,0,0,0,0,1,0,0,0
10,classical,1,1,0,0,0,1,0,0,0
10,classical,0,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,1,1,0,0
10,classical,0,1,0,0,0,0,1,1,0
10,classical,0,0,0,0,0,1,0,0,0
10,classical,0,1,0,0,0,0,1,1,0
10,classical,0,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,0,1,1,0
10,classical,0,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,1,1,0,0
10,classical,1,0,0,0,0,0,1,1,0
10,classical,0,1,0,0,0,0,0,0,0
10,classical,0,1,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,0,1,0,0
10,classical,1,0,0,0,0,0,0,0,0
10,classical,0,1,0,0,0,1,1,0,0
10,classical,1,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,1,0,0,0
10,classical,0,0,0,0,0,0,1,0,0
10,classical,1,1,0,0,0,0,1,0,0
10,classical,0,0,0,0,0,0,1,0,0
10,classical,0,1,0,0,0,0,0,0,0
10,classical,0,0,0,0,1,1,1,0,0
10,classical,1,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,1,0,0,0
10,classical,1,0,0,0,0,0,0,1,0
10,classical,1,0,0,0,0,1,1,0,0
10,classical,0,0,0,0,0,1,0,0,0
10 Total,,13,10,1,2,1,24,30,10,1
11,classical,0,0,0,1,0,0,0,0,0
11,classical,0,0,0,1,0,0,0,0,1
11,classical,0,0,0,0,1,0,0,0,1
11,classical,0,1,1,0,1,0,0,0,0
11,classical,0,1,1,1,0,0,0,0,0
11,classical,0,0,0,0,1,0,0,0,0
11,classical,0,1,0,0,0,1,0,0,0
11,classical,0,0,0,1,0,0,0,0,0
11,classical,0,0,1,0,0,0,1,1,0
11,classical,0,0,0,1,0,0,0,0,1
11,classical,0,0,1,0,1,0,0,0,0
11,classical,0,0,0,1,0,0,0,0,1
11,classical,0,1,0,0,0,0,0,1,1
11,classical,0,0,0,1,0,0,0,0,0
11,classical,0,0,0,1,1,0,0,0,1
11,classical,0,1,0,0,0,0,0,0,1
11,classical,0,1,0,1,0,0,0,0,1
11,classical,0,1,0,0,0,0,0,0,1
11,classical,0,1,0,0,0,0,0,1,0
11,classical,0,1,0,1,1,0,0,0,0
11,classical,0,0,0,1,0,0,0,0,0
11,classical,0,0,1,0,0,0,0,1,0
11,classical,0,0,1,0,0,0,0,0,1
11,classical,0,0,0,0,1,0,0,0,0
11,classical,0,0,0,0,1,0,0,0,0
11,classical,0,0,0,0,1,0,0,0,0
11,classical,0,1,0,1,0,0,0,0,1
11,classical,1,1,0,0,0,0,0,0,0
11,classical,0,0,0,0,0,0,0,1,0
11,classical,0,1,0,0,0,0,0,0,0
11,classical,0,0,0,0,1,0,0,0,0
11,classical,0,0,0,0,1,0,0,0,0
11,classical,0,0,1,1,0,0,0,0,0
11,classical,0,0,0,0,0,0,0,1,0
11,classical,0,1,0,0,1,0,0,0,1
11,classical,0,0,0,0,1,1,1,0,0
11,classical,1,0,1,1,0,0,0,0,0
11,classical,0,0,1,0,0,0,0,0,1
11,classical,0,0,0,0,1,0,0,0,0
11,classical,0,0,0,1,0,0,0,0,0
11,classical,0,0,1,1,0,0,0,0,1
11,classical,0,0,1,0,1,0,1,0,0
11,classical,0,1,0,0,1,0,0,0,1
11,classical,0,0,0,1,0,0,0,0,1
11,classical,0,0,0,0,0,0,0,0,1
11,classical,0,0,0,0,0,0,0,0,1
11,classical,0,0,0,1,1,0,0,0,0
11 Total,,2,14,11,18,17,2,3,6,18
12,classical,1,0,0,0,0,0,0,1,0
12,classical,0,0,1,0,0,0,1,0,0
12,classical,1,0,0,0,0,0,0,0,0
12,classical,0,0,0,0,1,0,1,0,0
12,classical,1,0,1,0,0,0,1,0,0
12,classical,0,0,0,0,1,0,1,0,0
12,classical,0,0,0,0,0,1,0,0,0
12,classical,0,0,0,1,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,1,0,0,0,1,0,1,0,0
12,classical,1,0,0,0,0,0,1,0,0
12,classical,0,0,0,1,0,0,1,0,0
12,classical,0,1,0,1,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,1,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,1,0,1,0,0,0,1,0,0
12,classical,1,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,1,0,0,1,0,0,1,0,0
12,classical,0,0,1,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,0,1,0
12,classical,0,0,0,0,1,0,0,0,0
12,classical,1,0,1,0,0,0,0,0,0
12,classical,0,0,0,0,0,1,1,0,0
12,classical,1,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,0,0,1,0,0,0,0,0,0
12,classical,0,0,0,1,0,0,0,1,0
12,classical,0,0,0,0,1,0,1,0,0
12,classical,0,0,0,0,0,0,0,0,1
12,classical,0,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,1,0,0,0
12,classical,0,0,0,1,0,1,1,0,0
12,classical,1,0,1,0,0,0,1,0,0
12,classical,0,0,0,0,1,0,0,0,0
12,classical,1,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,1,0,1,0,0,0,1,0,0
12,classical,1,1,0,0,0,0,1,0,0
12,classical,0,0,0,0,1,0,0,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,0,1,0,1,0,0,0,0,1
12,classical,1,0,0,0,1,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,0,0,0,0,0,0,1,0,0
12,classical,1,0,0,1,0,0,1,0,0
12 Total,,16,3,8,8,8,4,38,4,2
13,classical,0,1,0,0,0,0,0,0,0
13,classical,0,0,0,1,1,0,0,0,1
13,classical,0,0,0,0,1,0,0,0,0
13,classical,0,0,0,1,1,0,0,1,0
13,classical,0,1,0,0,0,1,0,0,0
13,classical,0,0,0,1,0,0,0,1,0
13,classical,0,0,0,1,0,0,0,0,0
13,classical,0,0,0,0,0,1,0,0,0
13,classical,0,0,0,0,1,0,0,0,1
13,classical,0,0,0,1,1,1,0,0,0
13,classical,0,0,0,0,0,0,0,0,1
13,classical,0,1,0,0,0,0,0,0,0
13,classical,0,1,0,1,0,0,0,1,0
13,classical,0,0,0,0,0,0,0,0,1
13,classical,0,1,0,1,0,0,0,0,0
13,classical,0,0,1,0,0,1,0,0,0
13,classical,0,0,0,1,0,0,0,1,0
13,classical,0,0,0,0,1,0,0,0,0
13,classical,0,0,1,1,1,0,0,0,0
13,classical,0,0,0,0,1,0,0,0,0
13,classical,0,0,1,1,1,0,0,0,0
13,classical,1,0,0,0,0,0,0,1,1
13,classical,0,0,1,1,1,0,0,0,0
13,classical,0,1,0,0,0,0,0,1,0
13,classical,0,0,0,1,0,0,0,0,0
13,classical,0,0,0,0,0,0,0,0,1
13,classical,0,0,0,1,0,0,0,0,0
13,classical,0,0,0,1,0,0,0,1,0
13,classical,0,0,1,0,1,0,0,0,0
13,classical,0,0,0,1,0,0,0,0,0
13,classical,0,1,0,0,0,0,0,1,1
13,classical,0,1,0,1,0,1,0,0,0
13,classical,0,0,0,0,0,0,0,0,1
13,classical,0,0,0,0,1,1,1,0,0
13,classical,0,1,0,1,0,0,0,0,1
13,classical,0,0,0,0,0,0,0,1,0
